utt,Speaker name,TTS or VC,Is multi-speaker?,Language,Gender,Age,Noise type 1,Noise type 2,Noise type 3,Source link,Collector,label,vocosig_feat_embedded,aasistssl_feat_embedded,btse_feat_embedded
230708_SBS_AI_5,Yoon YoungHyun,-,No,Korean,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=3R7ys0mEmaI,WOONGJAE LEE,bonafide,[-44.60567  -22.532104],[ 39.521053 -14.896913],[13.337837 39.75685 ]
20230913_sbs_news_militaryminister_2,FEMALE NEWSCASTER,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=NdQ0pVzHkjg,KWONWOO JEONG,bonafide,[35.031063 24.106367],[-45.65052   -9.868688],[36.02275    5.6218605]
GD_AIcover_HypeBoy_6,G-Dragon,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/2wHfMukP4hk?si=6nmOX8lotxo1-Ven,INSEOK LEE,spoof,[ 18.162333 -37.078136],[10.796135 53.813225],[3.3459618 1.0294288]
Yonsei_4,TTS_Dream,TTS,No,Korean,Male,Adult,Music,-,-,https://youtube.com/shorts/eQq13HHCD28?si=wHwMClvf_peHRsYS,INSEOK LEE,spoof,[ -5.0507245 -33.406467 ],[ 32.435905 -22.527596],[36.6951   24.246006]
AI_ANCHOR_KIMJOOHA_2,KIM JOOHA,VC,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=H6JThNQPER0,KWONWOO JEONG,spoof,[21.253777   7.9087963],[ 46.618423 -22.042233],[-7.368443 42.20395 ]
HaeRin_AIcover_FirstLove_10,HaeRin,VC,No,Korean,Female,Teenager,Music,-,-,https://www.youtube.com/watch?v=OaVKYrhywkU,WOONGJAE LEE,spoof,[-19.647352  13.180273],[-22.387197   15.5725765],[ -1.2517225 -57.24062  ]
221027_Hansal_4,Naeil,-,No,Korean,Male,Adult,Sound effect,-,-,https://www.youtube.com/watch?v=MK-sMVDG6hI,WOONGJAE LEE,bonafide,[ 17.633825 -30.986519],[ 33.707466  -15.9813795],[12.838639   1.6073946]
shootforlove_son1_2,Son Heung Min,-,Yes,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=GZW136l3RvU,WOONGJAE LEE,bonafide,[-9.45836  47.366863],[  7.2721796 -20.516422 ],[ 16.651934 -18.175287]
20230920_ytn_weather_6,WON LEEDA,-,No,Korean,Female,Adult,Random noise,-,-,https://www.youtube.com/watch?v=Dd_lpyiEV68,KWONWOO JEONG,bonafide,[48.470684    0.21072449],[-8.235949   1.4430834],[ -7.2314253 -17.220432 ]
230511_DexInterView_10,Dex,-,No,Korean,Male,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=WzOrmd4kMqo,WOONGJAE LEE,bonafide,[-29.498753  10.495353],[ 6.346161 56.09524 ],[-29.78594  -38.284786]
parkeunbin_interview_10,PARK EUN BIN,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=3oob_1cAvRI,KWONWOO JEONG,bonafide,[-32.584576   9.541863],[-16.492395  25.503881],[-49.32804    9.114028]
YumiPick_1,TTS_Chutul,TTS,No,Korean,Male,Adult,Music,Sound effect,-,https://youtu.be/5_U7HiM_ZGE?si=a6Wh79Y-9N51GhZS,INSEOK LEE,spoof,[-28.166506  41.343155],[-46.873043   -2.7402916],[10.7317295 38.797665 ]
leejaemyung_2,LEE JAE MYUNG,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=qjgpbHH8xEY,KWONWOO JEONG,bonafide,[32.56136  24.150661],[-25.92956   6.38325],[ 20.334522 -54.188976]
wkorea_danielle_4,DANIELLE,-,No,Korean,Female,Teenager,Music,Sound effect,-,https://www.youtube.com/watch?v=3dUhn1mLw1U,KWONWOO JEONG,bonafide,[-33.127895  26.719852],[-5.470318  -0.4628189],[36.196075 28.317219]
Electricroad_bbcnews_6,Adrienne Murray,-,No,English,Female,Adult,Music,-,-,https://youtu.be/XpZcveIiU_8?si=S2u6ktUkJW8j3KCM,INSEOK LEE,bonafide,[ 9.292901 40.510044],[25.83385  37.592957],[-52.08308    4.228777]
AI_SWINGS_ETA_4,MOON JIHOON,VC,No,Mixed,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=E7UJ6c4V4Io,KWONWOO JEONG,spoof,[ -5.139564 -34.27218 ],[-46.966812 -22.429596],[16.970928   2.2399771]
brothers_karamazov_maleAI_9,TTS_MALE,TTS,No,English,Male,Adult,-,-,-,Text to Speech Program,KWONWOO JEONG,spoof,[-23.112993 -18.443974],[-60.19969  -13.766519],[ 9.907154 20.460432]
ImJaeBum_HypeBoy_1,ImJaeBum,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/Fksv08A3-dE?si=epuQqKj9NPJWagGX,INSEOK LEE,spoof,[ -6.998846 -45.488842],[-50.616314  -5.392468],[34.03238   -1.0842222]
pride_and_prejudice_maleAI_8,TTS_MALE,TTS,No,English,Male,Adult,-,-,-,Text to Speech Program,KWONWOO JEONG,spoof,[-48.756245   -2.9249108],[ 2.6629217 52.889805 ],[ 12.8803625 -61.508556 ]
230926_HanJuneTV_10,HanJune,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=qu9OqX_-3NU,WOONGJAE LEE,bonafide,[ 6.3826566 42.206665 ],[-9.1740675  1.3763433],[37.44374 13.97414]
Yonsei_5,TTS_Dream,TTS,No,Korean,Male,Adult,Music,-,-,https://youtube.com/shorts/eQq13HHCD28?si=wHwMClvf_peHRsYS,INSEOK LEE,spoof,[ 23.14231  -10.263088],[ 33.457054 -24.726048],[ -8.69795 -48.00143]
elle_songhyegyo_10,SONG HYE GYO,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=lqanT2YWshA,KWONWOO JEONG,bonafide,[1.9868932  0.96714395],[-37.681797    3.0125947],[ -5.2072124 -16.897467 ]
bdns_lgtwins_8,MOON SANGHOON,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=7E4DfSFMcwU,KWONWOO JEONG,bonafide,[-28.89856  -23.778227],[-37.578552   9.651647],[  2.6705065 -60.358215 ]
Gerrard_1,TTS_DHG,TTS,No,Korean,Male,Adult,Music,Sound effect,-,https://youtube.com/shorts/m3SqHD_17SY?si=681I5DJ-oc0cbrl7,INSEOK LEE,spoof,[23.660797    0.46343362],[31.934172 -6.174414],[-1.7850051 50.49563  ]
20230927_sbsmorning_1,JOO SIEUN,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=WlZ-5HVm4O0,KWONWOO JEONG,bonafide,[47.105923    0.15828404],[-46.340843 -10.188221],[ 20.016779 -56.312958]
elle_hanni_10,HANNI,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=KoTbLLK9-UM,KWONWOO JEONG,bonafide,[-35.225876 -24.939156],[ 25.201742 -19.449015],[  0.43661502 -60.68763   ]
Obama_DNC_Speech_3,Obama,-,No,English,Male,Adult,Music,Reverb,-,https://youtu.be/t7pc2j5OGp8?si=6pd_oyj8ZCWG8hsI,INSEOK LEE,bonafide,[47.227844   2.8708174],[-1.7690195 -4.9619703],[-44.7193     9.843554]
TED_Cuddly_10,Dan Finkel,-,No,English,Male,Adult,Random noise,-,-,https://youtu.be/z-ZEfxAL9SI?si=ELtooN9Nlz1SMAHp,INSEOK LEE,bonafide,[40.003807 15.85166 ],[35.69517  22.690006],[ 21.262413 -54.55024 ]
AMF_3,TTS_Chelzard,TTS,No,Korean,Male,Teenager,Music,-,-,https://youtube.com/shorts/hbWLVEjaaaU?si=TpGXl6SIqvmj0nwL,INSEOK LEE,spoof,[-43.23178     3.9585748],[  6.6431365 -21.547184 ],[-13.764399  -8.972382]
GD_AIcover_HypeBoy_2,G-Dragon,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/2wHfMukP4hk?si=6nmOX8lotxo1-Ven,INSEOK LEE,spoof,[ 17.76792 -39.03322],[-6.1377153 28.05514  ],[-2.719238   2.1377573]
kane_clip_1,CHOI JINWOO,-,No,Korean,Male,Adult,Sound effect,-,-,https://www.youtube.com/watch?v=GCPENiWFySI,KWONWOO JEONG,bonafide,[24.073572   1.1100104],[ 40.273197 -23.212524],[ 26.57208  -12.747768]
2021_04_17_AI_ANCHOR_7,BYUN SANGWOOK,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=Ud2vfh1T0cU,KWONWOO JEONG,spoof,[ 2.4964716 -0.2884416],[-45.625156 -17.521734],[35.743824 28.676346]
230511_DexInterView_8,Dex,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=WzOrmd4kMqo,WOONGJAE LEE,bonafide,[37.047195 17.218542],[-23.817913  14.84488 ],[32.90342   -6.3036604]
230916_Deep_3,KimGyuNam,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=brxfNmLcwuU,WOONGJAE LEE,bonafide,[-23.288265  45.173485],[-5.5147796 54.15756  ],[-28.951132   -1.4575847]
Gerrard_9,TTS_DHG,TTS,No,Korean,Male,Adult,Music,Sound effect,-,https://youtube.com/shorts/m3SqHD_17SY?si=681I5DJ-oc0cbrl7,INSEOK LEE,spoof,[22.59187   5.732122],[ 50.647377 -14.587542],[20.924736 48.248173]
FBCKtv_8,TTS_FBCKtv,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=51Cj2vS-hVg,WOONGJAE LEE,spoof,[-22.64342  45.3221 ],[-18.706331  16.49892 ],[  5.0405474 -19.876848 ]
todayistoday_8,TTS_todayistoday,TTS,No,Korean,Female,Adult,-,-,-, https://www.youtube.com/watch?v=jR2VnNH1Zek,WOONGJAE LEE,spoof,[-33.393475 -25.14047 ],[ 40.11569  -20.672688],[-6.686902 45.751385]
G-Dragon_AIvoice_firstlove_3,G-Dragon,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=h8qRj3ti_rw&list=PLdZvmNDhnFxtlF4hzxizMFtQEDLoQoL9M&index=35,WOONGJAE LEE,spoof,[ 11.531207 -49.54798 ],[-23.007956  17.17645 ],[ -4.5516467 -55.844063 ]
230824_hanmoonchul_1,Han Moon Chul,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=H3qkiSMFYI0,WOONGJAE LEE,bonafide,[ 4.0827584 42.789867 ],[-44.88954    -3.8424497],[  2.1584568 -59.30141  ]
KLAB_JeonJu_7,Jeon YeJin,-,No,Korean,Female,Adult,Music,Sound effect,-,https://youtu.be/npovKMxoo4c?si=BQwwWRQuCCCs5Ufn,INSEOK LEE,bonafide,[37.290607 19.250496],[-40.381496  -9.444215],[31.30421  38.100456]
stoveleague_clip_10,"NAMKOONG MIN, PARK EUNBIN",-,Yes,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=FSn93vXPuMY,KWONWOO JEONG,bonafide,[-34.8728   -25.736635],[-7.095439 28.830063],[-12.074924 -45.714725]
youquiz_EP191_2,Yoo Jae Seok,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=chXZVXYTVU4,WOONGJAE LEE,bonafide,[-31.91915   35.005978],[ 26.214437 -22.986387],[-10.626424 -13.656486]
20230921_mbc_weather_2,OH YOANNA,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=T4WDT4G3pxU,KWONWOO JEONG,bonafide,[-16.764996  13.73675 ],[ 42.051697 -21.38048 ],[-1.1103493 50.772823 ]
TAKGUYAKI_7,TTS_TAKGUYAKI,TTS,No,Korean,Female,Adult,Music,Sound effect,Crowded,https://www.youtube.com/watch?v=mK66dKyyzm4,WOONGJAE LEE,spoof,[1.4894366 2.559181 ],[  8.951378 -29.03141 ],[ 13.488803 -16.802534]
Dean_AIcover_Peaches_4,DEAN,VC,No,English,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=r9roj7sIUNY,WOONGJAE LEE,spoof,[23.550928  -8.1940975],[ 10.923723 -20.761133],[ -6.677063 -55.592167]
230323_DexInterview_8,Kwon EunBi,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=CHuZQoEaMOI,WOONGJAE LEE,bonafide,[34.333645 23.86956 ],[-26.53547    9.152522],[ 18.022673 -17.990541]
gridanews_10,TTS_gridanews,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=J0RlmWPSlgY,WOONGJAE LEE,spoof,[24.039577  -4.9275327],[ 49.1797   -17.646574],[30.347317 -9.832306]
20230928_handonghoon_8,HAN DONGHOON,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=YPDeL3eb0sM,KWONWOO JEONG,bonafide,[ 4.798528 -6.182603],[ 39.85847  -14.451784],[11.457627 19.687586]
MissYou_ImJaeBum_4,ImJaeBum,VC,No,Korean,Male,Adult,Music,-,-,https://youtu.be/cOMlxeng9D0?si=f-dxjlFyhYVc42aR,INSEOK LEE,spoof,[ 3.1376343 -2.0321121],[ 8.94292 53.27214],[-14.501651    7.5883512]
SportsOneChaser_7,TTS_SportsOneChaser,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=eEm-nvXFzsE,WOONGJAE LEE,spoof,[-45.142788   1.507153],[-3.2810051 -4.838268 ],[ -7.935602 -17.096386]
BrunoMars_AIcover_EentHorizon_8,Bruno Mars,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=m5mQ2aL2Mkg,WOONGJAE LEE,spoof,[  6.8002524 -51.769314 ],[-15.705302  22.318657],[-26.968107 -46.170494]
FreddieMercury_AIcover_oortCloud_1,Freddie Mercury,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=ARgjMf-76-c,WOONGJAE LEE,spoof,[ 16.520315 -44.703342],[-17.002893  23.11704 ],[-22.693352   9.485679]
2020president_chusuk_7,MOON JAEIN,-,No,Korean,Male,Adult,Music,Random noise,-,https://www.youtube.com/watch?v=-9XooEGlqOw,KWONWOO JEONG,bonafide,[ 4.627885  -5.7985387],[-53.766632 -26.258154],[18.032568 11.531182]
20230913_sbs_news_airbnb_5,MALE NEWSCASTER,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=JIq_1VDBlEA,KWONWOO JEONG,bonafide,[ 0.05613406 43.661903  ],[-6.8587775 29.015789 ],[-15.666332    3.1373522]
221231_Hansal_5,Naeil,-,No,Korean,Male,Adult,Random noise,-,-,https://www.youtube.com/watch?v=QOgtoJK_kZY,WOONGJAE LEE,bonafide,[-2.7733984 10.0498   ],[ 32.745922 -28.795195],[-40.322365    -0.74156994]
kane_clip_3,CHOI JINWOO,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=GCPENiWFySI,KWONWOO JEONG,bonafide,[-2.5095909  8.966532 ],[ 29.569763 -18.971909],[36.117634 26.454794]
Debate_7,TTS_funshorts_1,TTS,No,Korean,Female,Teenager,Music,-,-,https://youtube.com/shorts/LGgfc-kQQM0?si=TFDhtRnlV3YhmjeW,INSEOK LEE,spoof,[-31.790066  34.22    ],[-40.571995   -5.9383445],[-16.598734 -14.04664 ]
elle_haerin_3,HAERIN,-,No,Korean,Female,Teenager,Music,Sound effect,-,https://www.youtube.com/watch?v=9a3CB5RJ7B0,KWONWOO JEONG,bonafide,[-21.131264 -15.339931],[-6.6227694  0.9462883],[36.50414   6.619484]
2023_01_31_AI_WEATHER_7,LEE JIAE,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=s8btT3yy3nY,KWONWOO JEONG,spoof,[1.8742685 0.3095148],[ 36.961475 -11.81756 ],[-43.334164  10.616916]
KBS_Soccer_Barain_7,"Lee YoungPyo, Nam HyunJong",-,Yes,Korean,Male,Adult,Music,Crowded,-,https://youtu.be/k8duJ8fZTgA?si=lxYjhy3uhkb8MgAl,INSEOK LEE,bonafide,[-48.707104 -17.661901],[ 15.960321 -24.210857],[-37.0616   -33.767563]
chuucandoit_hair_8,Chuu ( Kim Ji Woo ),-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=7MihoRON4ew,WOONGJAE LEE,bonafide,[15.879446 36.62294 ],[-9.903557 51.14163 ],[-29.73074  -40.179783]
typecast_hobin_1,TTS_hobin,TTS,No,Mixed,Male,Child,-,-,-,https://app.typecast.ai/ko/editor/652e2ca2d6b93d976b856240,WOONGJAE LEE,spoof,[ 8.830657 39.812733],[-34.233624   -3.9407759],[ 25.557346 -13.0429  ]
KimKyungHo_AIcover_You_7,KimKyungHo,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=6x8R0PP9Vm4,WOONGJAE LEE,spoof,[ 18.143423 -34.632236],[-10.029774  42.96811 ],[-26.782902  -7.962249]
2022_01_21_AI_YOON_6,YOON SUKYOUL,TTS,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=KUNWa5UjxSg,KWONWOO JEONG,spoof,[ 15.244871 -24.344257],[-3.8366680e+01  3.5069097e-02],[11.484583   4.3067303]
ziroud_2,TTS_Hooligun,TTS,No,Korean,Male,Child,Music,-,-,https://youtu.be/672_mR42M2I?si=ZhYgv0GWEc3cjwDF,INSEOK LEE,spoof,[-20.294508   -3.7057862],[-29.837812   2.755804],[ 18.537313 -17.770643]
mnet_kimchaewon_4,KIM CHAEWON,-,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=8uD7Gu22I-E,KWONWOO JEONG,bonafide,[-50.423283 -11.755428],[25.36159  43.670197],[-33.8944     -4.8578215]
YTNScienceToday_Love_9,Lee HyoJong,-,No,Korean,Male,Adult,Music,-,-,https://youtu.be/2KKk6ySUPjI?si=AoQyUOl42uqsx5dx,INSEOK LEE,bonafide,[-23.857868  44.382572],[26.315853 42.793297],[-43.26065    6.763366]
230824_hanmoonchul_2,Han Moon Chul,-,Yes,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=H3qkiSMFYI0,WOONGJAE LEE,bonafide,[43.663284  9.644319],[-43.551384 -16.738594],[ 11.579852 -60.935333]
GangWonFC_NEWS_2,TTS_HOTISSUE,TTS,No,Korean,Female,Teenager,Music,-,-,https://youtu.be/q5sbCEOt8lA?si=1c6gML--3E5ePADV,INSEOK LEE,spoof,[24.110903  -1.3377713],[39.962048 -9.462746],[16.91988 50.4281 ]
20230925_ytnweather_9,YOON SUBIN,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=OMVqiMlq5dY,KWONWOO JEONG,bonafide,[49.942158 -9.024652],[-15.29567   37.629707],[32.463306  -6.2745323]
Leesooji_naver_9,TTS_LeeSooJi,TTS,No,Korean,Female,Adult,-,-,-,https://clovadubbing.naver.com/project/2832923,WOONGJAE LEE,spoof,[-49.20683    -4.2330775],[ 38.902958 -23.958002],[-6.268152 46.324333]
kkultube_7,TTS_kkultube,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=Vo9B_QDr0Vc,WOONGJAE LEE,spoof,[  4.8091326 -52.675735 ],[ 37.775425 -21.83054 ],[ 23.083387  -15.7407255]
AI_PARKMYUNGSOO_NEWJEANS_6,PARK MYUNGSOO,VC,No,English,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=aI7C5zK_2Ns,KWONWOO JEONG,spoof,[ -7.4794464 -40.963264 ],[  4.366935 -21.097889],[ 21.172962 -13.918377]
IU_AIcover_nomatterwhere_8,IU,VC,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=TDEqKZNMRHU,WOONGJAE LEE,spoof,[ 3.6505978 -1.8589596],[-35.19517    7.775695],[-22.180626 -48.99164 ]
20230920_yagubujang_9,PARK JAEHO,-,No,Korean,Male,Adult,-,-,-,https://www.youtube.com/watch?v=Dp0_9HnIiJ4,KWONWOO JEONG,bonafide,[46.301174  4.711927],[-28.3618    7.84994],[12.2915125 52.64255  ]
20230921_mbc_weather_7,OH YOANNA,-,No,Korean,Female,Adult,-,-,-,https://www.youtube.com/watch?v=T4WDT4G3pxU,KWONWOO JEONG,bonafide,[-10.653496  47.60531 ],[ 38.54813  -20.907501],[ 20.132517 -56.345135]
G-Dragon_AIvoice_firstlove_1,G-Dragon,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=h8qRj3ti_rw&list=PLdZvmNDhnFxtlF4hzxizMFtQEDLoQoL9M&index=35,WOONGJAE LEE,spoof,[ -7.174081 -45.194347],[-3.5655453  3.4471889],[ -3.198114 -55.864807]
TED_benifits_of_bilingual_6,Mia Nacamulli,-,No,English,Female,Adult,-,-,-,https://youtu.be/MMmOLN5zBLY?si=oZ4239CxG4ekmtJ3,INSEOK LEE,bonafide,[31.700531 25.41949 ],[38.90742  20.092916],[17.771418 10.769537]
wkorea_danielle_1,DANIELLE,-,No,Korean,Female,Teenager,Music,-,-,https://www.youtube.com/watch?v=3dUhn1mLw1U,KWONWOO JEONG,bonafide,[-20.171183  46.445362],[11.930309 53.288925],[ -1.56961  -18.288094]
Debate_2,TTS_funshorts_1,TTS,No,Korean,Female,Teenager,Music,-,-,https://youtube.com/shorts/LGgfc-kQQM0?si=TFDhtRnlV3YhmjeW,INSEOK LEE,spoof,[-29.588606  38.652596],[-44.17477  -10.336129],[35.19078  30.117113]
tottenham_interview_1,Ange Postecoglou,-,No,English,Male,Adult,Crowded,-,-,https://www.youtube.com/watch?v=TrYHDkeccF0,KWONWOO JEONG,bonafide,[ -1.6242301 -51.32503  ],[ -1.0418265 -14.327643 ],[ 12.384511 -19.266346]
kkultube_9,TTS_kkultube,TTS,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=Vo9B_QDr0Vc,WOONGJAE LEE,spoof,[21.76812    7.7316318],[ 51.14628  -15.700205],[-7.261152 44.4181  ]
ESPN_POGBA_1,INTERVIEWEE_2,-,No,English,Male,Elder,Music,-,-,https://youtu.be/JdIZ7cBvmu8?si=jl_gXcqGS70fLg5Y,INSEOK LEE,bonafide,[24.184841 -2.283654],[ 15.064816 -26.450792],[-39.033302   10.6169815]
Tetris_7,"Obama,Trump",TTS,Yes,English,Male,Adult,Music,Sound effect,-,https://youtu.be/FPQWufWTDeA?si=JMUEguw4E4bFehdy,INSEOK LEE,spoof,[-48.018673   -2.6737456],[-11.4955    33.760017],[-0.2946911   0.26406696]
20230926_jtbcnews_8,SHIN HYEWON,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=WQ1DGLk0Yf4,KWONWOO JEONG,bonafide,[-22.590528  12.669437],[ 41.299908 -14.355608],[33.405357 34.639107]
Tetris_5,"Obama,Trump",TTS,Yes,English,Male,Adult,Music,-,-,https://youtu.be/FPQWufWTDeA?si=JMUEguw4E4bFehdy,INSEOK LEE,spoof,[-49.106182 -16.955965],[  3.66181  -17.613968],[  7.4103675 -56.71294  ]
LOL_WORLDS_REACTION_2,TTS_Hmi,TTS,No,Korean,Female,Adult,Music,-,-,https://youtu.be/V-cKu6-o4lE?si=4Qzau_jWntoUmA0w,INSEOK LEE,spoof,[-26.608072  11.6416  ],[-8.576649 -8.746314],[14.607471  1.387981]
ConanShow_Carpool_7,"Conan, Kramer",-,Yes,English,Male,Adult,Random noise,Crowded,-,https://youtu.be/ZtCf0d8Nz5U?si=41hJFvab0tZ-W9fV,INSEOK LEE,bonafide,[23.715096  -9.2861395],[ 32.181366 -16.953514],[-3.0656     2.7092462]
Gerrard_5,TTS_DHG,TTS,No,Korean,Male,Adult,Music,Sound effect,-,https://youtube.com/shorts/m3SqHD_17SY?si=681I5DJ-oc0cbrl7,INSEOK LEE,spoof,[24.133875  -5.9309306],[ 48.51068  -18.884954],[  7.2602787 -19.402018 ]
230916_Deep_7,KimGyuNam,-,No,Korean,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=brxfNmLcwuU,WOONGJAE LEE,bonafide,[-21.139946 -14.129913],[ 26.50113 -17.53417],[33.96308  33.116367]
230714_Workman_1,JangSeoungGyu,-,No,Korean,Male,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=eVyBWHsIHdU,WOONGJAE LEE,bonafide,[0.6180164 2.873319 ],[ 10.08764  -24.045668],[ 10.068934 -58.479553]
BUZZ_AIcover_haeyo_6,BUZZ,VC,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=qIwMyaHbP4A,WOONGJAE LEE,spoof,[-33.10122    9.096713],[-31.035856  12.415809],[  3.6150656 -58.228275 ]
GScampus_1,GScampus,TTS,No,Korean,Female,Adult,Music,Sound effect,-,https://www.youtube.com/watch?v=eXcekCx7Bxo,WOONGJAE LEE,spoof,[-26.803743  11.312018],[-46.831837 -23.92391 ],[34.203873 32.27595 ]
230716_Physical_8,Lee KangIn,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=SXSTtz25f-Y,WOONGJAE LEE,bonafide,[23.976376    0.22262217],[-46.955444 -35.004498],[-33.064816 -39.40606 ]
Double_1,TTS_Baseball,TTS,No,Korean,Male,Adult,Music,-,-,https://youtu.be/SSgZZeVSFBs?si=7wHRf6tDCCSr6Xzk,INSEOK LEE,spoof,[21.852419  6.31642 ],[ 46.887367 -18.02538 ],[11.295275 24.814604]
NDH_Blueclub_3,NDH_Blueclub,TTS,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=l1mUUp0puys,WOONGJAE LEE,spoof,[ 4.271406  -4.8534937],[43.686577 -5.306337],[-3.2470207 48.9327   ]
KBS_Soccer_Barain_8,"Lee YoungPyo, Nam HyunJong",-,Yes,Korean,Male,Adult,Music,-,-,https://youtu.be/k8duJ8fZTgA?si=lxYjhy3uhkb8MgAl,INSEOK LEE,bonafide,[14.649068 37.34553 ],[ 1.9129244 54.713287 ],[12.826152   3.1831567]
HANI_AIcover_OffMyFace_9,HANI,VC,No,English,Female,Adult,Music,-,-,https://www.youtube.com/watch?v=_jcDqhQCmK4,WOONGJAE LEE,spoof,[-4.931459 10.846111],[-34.174885  10.896477],[-31.600908   -5.6913824]
footballmaster_8,TTS_footballmaster,TTS,No,Korean,Female,Teenager,Music,-,-,https://www.youtube.com/watch?v=BEp1k3gEP44,WOONGJAE LEE,spoof,[-20.481003 -10.315889],[ 2.4125564 54.57235  ],[-23.936651  -9.82926 ]
Howtomake_AIcover_8,TTS,TTS,No,Korean,Male,Adult,Music,-,-,https://youtu.be/PWQVcYml2ZA?si=ISO1e3aqKGO7RkFq,INSEOK LEE,spoof,[-20.582788  -8.020894],[-5.0246143 50.947617 ],[ -3.6290302 -18.290419 ]
230914_Yonhap_Messi_8,Go HyunSil,-,No,Korean,Female,Adult,Music,-,-,https://youtu.be/YOgGBg9yD8M?si=W3xTPwXN7zITtgNs,INSEOK LEE,bonafide,[-49.813305 -14.954864],[-3.8375432 -6.6589847],[  0.5991222 -58.978817 ]
ODG_7and5_4,7yrs_Old_Child,-,No,Korean,Female,Child,Random noise,-,-,https://youtu.be/xcq1_w-57Ug?si=KY6IQoUf9VZgcHyl,INSEOK LEE,bonafide,[-33.00922  27.76135],[-9.327638 46.54676 ],[-49.6022     8.317936]
Morgan_Freeman_Singularity_5,Morgan Freeman,VC,No,English,Male,Adult,Music,-,-,https://youtu.be/oxXpB9pSETo?si=qJXmXYz8ZSOsQzLM,INSEOK LEE,spoof,[-45.60248  -21.678362],[-39.781796   3.589393],[-12.566775 -45.97172 ]
230716_Physical_2,Lee KangIn,-,No,Korean,Male,Adult,Music,-,-,https://www.youtube.com/watch?v=SXSTtz25f-Y,WOONGJAE LEE,bonafide,[  0.60792774 -51.92629   ],[-58.20804  -13.653489],[-35.905903 -34.99135 ]
